"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Organization.Division.LongName","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.2","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.ProgramReference.Code.2","Award.ProgramReference.Text.2","Award.Investigator.FirstName.3","Award.ProgramElement.Code.3","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.FoaInformation.Code.3","Award.FoaInformation.Name.3","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Code.9","Award.ProgramElement.Code.10","Award.ProgramElement.Code.11","Award.ProgramElement.Code.12","Award.ProgramElement.Code.13","Award.ProgramElement.Code.14","Award.ProgramElement.Code.15","Award.ProgramElement.Code.16","Award.ProgramElement.Code.17","Award.ProgramElement.Code.18","Award.ProgramElement.Code.19","Award.ProgramElement.Code.20","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6","Award.FoaInformation.Code.4","Award.FoaInformation.Name.4","Award.Investigator.FirstName.4","Award.ProgramElement.Text.6"
"293",293,"Structure and Function of East African Grass- Lands","01/01/1974","07/31/1978",158300,"Standard Grant",8010208,"Direct For Biological Sciences","name not available","01/17/1974","02/09/1976",7402043,"Samuel","McNaughton","01/01/1974","Principal Investigator","Syracuse University","SYRACUSE",132441200,3154432807,"OFFICE OF SPONSORED PROGRAMS","United States","New York","NY","Division Of Environmental Biology",1128,"POP & COMMUNITY ECOL CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",294,"Regulation of Development in Drosophila","01/01/1974","07/31/1978",165000,"Standard Grant",8090100,"Direct For Biological Sciences","name not available","01/01/1974","01/29/1976",7402044,"Herschel","Mitchell","01/01/1974","Principal Investigator","California Institute of Technology","PASADENA",911250600,6263956219,"1200 E California Blvd","United States","California","CA","Division Of Integrative Organismal Sys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",295,"Role of Oxygen in Microbial Heme Biosynthesis","08/15/1974","06/30/1980",88300,"Standard Grant",8070400,"Direct For Biological Sciences","name not available","08/09/1974","02/04/1980",7402049,"Nicholas","Jacobs","08/15/1974","Principal Investigator","Dartmouth College","HANOVER",37551404,6036463007,"OFFICE OF SPONSORED PROJECTS","United States","New Hampshire","NH","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",296,"Topics in Control and Optimization","02/01/1974","01/31/1977",88800,"Standard Grant",7010000,"Directorate For Engineering","name not available","02/01/1974","06/24/1976",7402051,"David","Luenberger","02/01/1974","Principal Investigator","Stanford University","Palo Alto",943041212,6507232300,"3160 Porter Drive","United States","California","CA","Div Of Electrical, Commun & Cyber Sys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",297,"Research Management Advisory Services","04/01/1974","12/31/1976",52400,"Standard Grant",6070000,"Directorate For Geosciences","name not available","04/15/1974","06/09/1976",7402054,"Raymond","Woodrow","04/01/1974","Principal Investigator","Princeton University","Princeton",85442020,6092583090,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",298,"Elimination or Control of Material Problems in Water Heat Pipes","01/01/1974","12/31/1976",189500,"Standard Grant",7000000,"Directorate For Engineering","name not available","01/17/1974","12/23/1976",7402056,"G.","Pittinato","01/01/1974","Principal Investigator","McDonnell Douglas Astronautics Company","Santa Monica",90401,NA,NA,"United States","California","CA","Directorate For Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",299,"Molecular Translational and Rotational Distribution Functions in Low Density Flows","11/01/1974","11/30/1976",64700,"Standard Grant",7020000,"Directorate For Engineering","name not available","01/15/1975","04/16/1976",7402058,"Franklin","Hurlbut","11/01/1974","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA","Div Of Chem, Bioeng, Env, & Transp Sys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",300,"Tertiary Oil Recovery Processes","04/01/1974","10/31/1977",349900,"Standard Grant",7000000,"Directorate For Engineering","name not available","03/13/1974","03/15/1976",7402060,"Robert","Schechter","04/01/1974","Co-Principal Investigator","University of Texas at Austin","Austin",787121532,5124716424,"101 E. 27th Street, Suite 5.300","United States","Texas","TX","Directorate For Engineering",NA,NA,"William","Wade","04/01/1974","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",301,"Evaluating the Organization of Service Delivery-Solid Waste Collection and Disposal","06/15/1974","04/30/1978",593700,"Standard Grant",7030000,"Directorate For Engineering","name not available","06/24/1974","11/02/1977",7402061,"E.","Savas","06/15/1974","Principal Investigator","Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York","NY","Div Of Civil, Mechanical, & Manufact Inn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",302,"Bayesian Analysis in Economic Theory","05/01/1974","10/31/1977",149000,"Continuing grant",4040600,"Direct For Social, Behav & Economic Scie","name not available","04/19/1974","06/18/1976",7402071,"Richard","Cyert","05/01/1974","Principal Investigator","Carnegie-Mellon University","PITTSBURGH",152133815,4122689527,"5000 Forbes Avenue","United States","Pennsylvania","PA","Division Of Behavioral and Cognitive Sci",NA,NA,"Morris","DeGroot","05/01/1974","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",303,"Separation, Detection, Measurement, & Characterization Of Isoenzymes","05/15/1974","02/28/1977",94800,"Continuing grant",3090306,"Direct For Mathematical & Physical Scien","name not available","05/16/1974","08/20/1975",7402084,"E. Clifford","Toren","05/15/1974","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI","Division Of Chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",304,"Stereochemical Aspects of Pyruvate--Specific Aldo-Lases","03/01/1974","11/30/1977",75000,"Standard Grant",8070400,"Direct For Biological Sciences","name not available","03/01/1974","03/04/1976",7402086,"H. Paul","Meloche","03/01/1974","Principal Investigator","Institute For Cancer Research","Philadelphia",191112434,2157282659,"333 COTTMAN AVENUE","United States","Pennsylvania","PA","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",305,"Solid Electroltes: Alkali Ion Transport in Skeleton Structures","01/01/1975","06/30/1977",190200,"Standard Grant",7000000,"Directorate For Engineering","name not available","01/01/1975","01/01/1975",7402094,"John","Goodenough","01/01/1975","Principal Investigator","Massachusetts Institute of Technology","Cambridge",21394301,6172531000,"77 MASSACHUSETTS AVE","United States","Massachusetts","MA","Directorate For Engineering",5560,"ENERGY CONVERSION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",306,"Studies of the Passivation of Iron and Ferrous Alloys Using In-Situ Ellipsometric Spectroscopy and Other Techniques","04/01/1974","10/31/1978",143900,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","name not available","04/05/1974","04/23/1976",7402111,"B.","Cahan","04/01/1974","Principal Investigator","Case Western Reserve University","CLEVELAND",441064901,2163684510,"Nord Hall, Suite 615","United States","Ohio","OH","Division Of Materials Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",307,"Carbon-13 and Nitrogen-15 Nuclear Magnetic Resonance StudiesOf Some Transition Metal Organometallic Compounds","10/15/1973","08/31/1976",38000,"Standard Grant",3090106,"Direct For Mathematical & Physical Scien","name not available","10/24/1973","04/14/1976",7402119,"Otto","Gansow","10/15/1973","Principal Investigator","Michigan State University","East Lansing",488242600,5173555040,"Office of Sponsored Programs","United States","Michigan","MI","Division Of Chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",308,"Develop&Utilization of Inelastic Electron Tunneling Spectroscopy in the Investig of Chemisorption&Heterogeneous Catalysis By & the Prop of Matal&Oxides Surfaces","05/01/1974","10/31/1976",95800,"Standard Grant",7020000,"Directorate For Engineering","name not available","05/10/1974","05/10/1974",7402122,"W. Henry","Weinberg","05/01/1974","Principal Investigator","California Institute of Technology","PASADENA",911250600,6263956219,"1200 E California Blvd","United States","California","CA","Div Of Chem, Bioeng, Env, & Transp Sys",1402,"BIOCHEMICAL & BIOMASS ENG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",309,"Experimental and Theoretical Studies of Excess Electrons in Dense Non-Polar Hydrocarbon Systems","09/01/1974","02/28/1978",102900,"Continuing grant",3090108,"Direct For Mathematical & Physical Scien","name not available","08/29/1974","08/19/1976",7402124,"H. Ted","Davis","09/01/1974","Principal Investigator","University of Minnesota-Twin Cities","Minneapolis",554552070,6126245599,"200 OAK ST SE","United States","Minnesota","MN","Division Of Chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",310,"Regeneration in the Visual Pathways","06/01/1974","08/31/1977",50000,"Standard Grant",8030101,"Direct For Biological Sciences","name not available","05/15/1974","05/09/1977",7402133,"Sansar","Sharma","06/01/1974","Principal Investigator","New York Medical College","Valhalla",105951524,9145942600,"40 Sunshine Cottage Road","United States","New York","NY","Division of Behavioral & Neural Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",311,"Vascular Flora of the Bahama Islands","12/06/1973","04/30/1979",80300,"Continuing grant",8010207,"Direct For Biological Sciences","name not available","12/06/1973","10/20/1977",7402135,"Donovan","Correll","12/06/1973","Principal Investigator","Fairchild Tropical Garden","Coral Gables",331564296,3056671651,"10901 Old Cutler Road","United States","Florida","FL","Division Of Environmental Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",312,"Calcium Transport in Skeletal Muscle","01/01/1974","12/31/1976",52000,"Standard Grant",8070400,"Direct For Biological Sciences","name not available","12/27/1973","06/23/1976",7402137,"June","Taylor","01/01/1974","Principal Investigator","University of Maryland Baltimore County","Baltimore",212500002,4104553140,"1000 Hilltop Circle","United States","Maryland","MD","Div Of Molecular and Cellular Bioscience",1144,"Molecular Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",313,"Effects on Rhesus Monkey Retina of Intense Spectral Light Exposure","02/01/1974","01/31/1976",0,"Standard Grant",8030101,"Direct For Biological Sciences","name not available",NA,NA,7402139,"Harry","Sperling","02/01/1974","Principal Investigator","University of Texas Health Science Center Houston","HOUSTON",770305400,7135003999,"7000 FANNIN ST","United States","Texas","TX","Division of Behavioral & Neural Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",314,"Interactions With the Active Sites of Biological Receptors","05/01/1974","06/30/1978",100000,"Standard Grant",8070400,"Direct For Biological Sciences","name not available","05/14/1974","12/13/1976",7402140,"Bernard","Erlanger","05/01/1974","Principal Investigator","Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York","NY","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",315,"Peptide Transport in Yeast","10/01/1973","03/31/1977",35000,"Standard Grant",8070400,"Direct For Biological Sciences","name not available","10/05/1973","03/16/1976",7402151,"Fred","Naider","10/01/1973","Principal Investigator","CUNY College of Staten Island","Staten Island",103146609,7189822254,"2800 Victory Boulevard","United States","New York","NY","Div Of Molecular and Cellular Bioscience",1144,"Molecular Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",316,"Analysis of Exploration of Means to Apply Incentives So As To Stimulate and Encourage Development and Application of Technology","04/19/1974","10/31/1975",99600,"Standard Grant",11060000,"Direct For Education and Human Resources","name not available","04/19/1974","09/23/1975",7402152,"James","Low","04/19/1974","Principal Investigator","American Society of Association Executives","Washington",200051105,2026262723,"1575 I St NW","United States","District of Columbia","DC","Division Of Human Resource Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",317,"Background Study to Identify & Assess Principal Barriers to Tech Innova Process in a Selected Area of Biomed Eng, the Application of Neurotherapy to Treatment of Addictive Behav","03/01/1974","08/31/1975",31700,"Standard Grant",11060000,"Direct For Education and Human Resources","name not available","03/21/1974","11/10/1975",7402153,"Ray","Gilmer","03/01/1974","Principal Investigator","Neuro Systems Inc","Garland",75042,NA,NA,"United States","Texas","TX","Division Of Human Resource Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",318,"Model Theory For Larger Infinitary Languages","06/01/1974","11/30/1976",12400,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","name not available","05/13/1974","05/07/1975",7402158,"David","Kueker","06/01/1974","Principal Investigator","University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD","Division Of Mathematical Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",319,"Computer-Assisted Analysis of Russian Derivationalmorphology","07/01/1974","12/31/1976",45900,"Standard Grant",8040103,"Direct For Biological Sciences","name not available","07/01/1974","07/01/1974",7402162,"Dean","Worth","07/01/1974","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,3107940102,"10889 Wilshire Boulevard","United States","California","CA","Emerging Frontiers",1351,"SPECIAL PROJECTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",320,"A Comparative Analysis of the Career Patterns of Soviet and American Scientists","07/01/1974","12/31/1976",31800,"Standard Grant",8040206,"Direct For Biological Sciences","name not available","04/19/1974","09/26/1975",7402164,"Linda","Lubrano","07/01/1974","Principal Investigator","American University","Washington",200168001,2028853440,"4400 Massachusetts Avenue, NW","United States","District of Columbia","DC","Emerging Frontiers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",321,"R&D Incentives Background Survey Study","11/30/1973","12/31/1976",84189,"Contract",7000000,"Directorate For Engineering","name not available","11/30/1973","06/30/1976",7402169,"George","Sponsler","11/30/1973","Principal Investigator","Law Mathematics and Technology Inc","Bethesda",208176280,NA,"7804 Old Chester Road","United States","Maryland","MD","Directorate For Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",322,"Preparation and X-Ray Single Crystal Studies of Membrane Related Compounds","06/01/1974","11/30/1976",30000,"Standard Grant",8070400,"Direct For Biological Sciences","name not available","05/13/1974","11/07/1975",7402173,"Albert","Hybl","06/01/1974","Principal Investigator","University of Maryland at Baltimore","Baltimore",212011508,4107063559,"620 W Lexington St, 4th Floor","United States","Maryland","MD","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",323,"Dissection of the Structure of the Genome of Bacteriophage","07/01/1974","12/31/1976",50000,"Standard Grant",8070100,"Direct For Biological Sciences","name not available","05/16/1974","05/16/1974",7402179,"Kensuke","Horiuchi","07/01/1974","Principal Investigator","Rockefeller University","NEW YORK",100656399,2123278309,"1230 YORK AVENUE","United States","New York","NY","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
