"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.1","Award.Investigator.FirstName.2","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramElement.Code.3","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.FirstName.4","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.ProgramElement.Code.7","Award.ProgramElement.Text.6","Award.ProgramElement.Code.8","Award.ProgramElement.Text.7","Award.ProgramElement.Code.9","Award.ProgramElement.Text.8","Award.ProgramElement.Code.10","Award.ProgramElement.Text.9","Award.ProgramElement.Code.11","Award.ProgramElement.Text.10","Award.ProgramElement.Code.12","Award.ProgramElement.Text.11","Award.ProgramElement.Code.13","Award.ProgramElement.Text.12","Award.ProgramElement.Code.14","Award.ProgramElement.Text.13","Award.ProgramElement.Code.15","Award.ProgramElement.Text.14","Award.ProgramElement.Code.16","Award.ProgramElement.Text.15","Award.ProgramElement.Code.17","Award.ProgramElement.Text.16","Award.ProgramElement.Code.18","Award.ProgramElement.Text.17","Award.ProgramElement.Code.19","Award.ProgramElement.Text.18","Award.ProgramElement.Code.20","Award.ProgramElement.Text.19","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.ProgramElement.Code.27","Award.ProgramElement.Text.20","Award.ProgramElement.Code.28","Award.ProgramElement.Text.21","Award.ProgramElement.Code.29","Award.ProgramElement.Text.22","Award.ProgramElement.Code.30","Award.ProgramElement.Text.23","Award.ProgramElement.Code.31","Award.ProgramElement.Text.24","Award.ProgramElement.Code.32","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"352",352,"Properties and Functions of Lysosomes and Peroxisomes","09/01/1972","02/28/1977",210000,"Continuing grant",8090300,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","07/28/1972","07/30/1975",7202224,"Christian","De Duve","09/01/1972","Principal Investigator","Rockefeller University","NEW YORK",100656399,2123278309,"1230 YORK AVENUE","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",353,"Chemical Regulation of Growth and Morphogenesis in Plants","09/01/1972","06/30/1979",268100,"Continuing grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","07/31/1972","01/01/1900",7202226,"Folke","Skoog","09/01/1972","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",354,"Systematic Study of the Genus Vibrio and Related Organisms","09/01/1972","02/28/1978",118800,"Continuing grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","07/28/1972","09/01/1976",7202227,"Rita","Colwell","09/01/1972","Principal Investigator","University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",355,"Renin Secretion in Rats","09/01/1972","12/31/1976",69100,"Standard Grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","07/31/1972","06/22/1976",7202229,"Paul","Churchill","09/01/1972","Principal Investigator","Wayne State University School of Medicine","Detroit",48202,NA,NA,"United States","Michigan","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",356,"Systematic and Chemical Studies of the Amber- Producing Genus 'hymenaea'","09/01/1972","02/28/1977",35000,"Standard Grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","07/26/1972","07/26/1972",7202231,"Jean","Langenheim","09/01/1972","Principal Investigator","University of California-Santa Cruz","Santa Cruz",950641077,8314595278,"1156 High Street","United States","California","CA",NA,NA,"Zavarin","09/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eugene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",357,"Development and Physiology of Adaptive Behavior Patterns","09/01/1972","08/31/1976",68100,"Standard Grant",8090200,"Direct For Biological Sciences","Division Of Integrative Organismal Systems","name not available","07/31/1972","02/26/1975",7202232,"Elsie","Collias","09/01/1972","Principal Investigator","Los Angeles County Museum of Natural History Foundation","Los Angeles",900074057,2137443301,"900 Exposition Boulevard","United States","California","CA",1160,"IBN ANIMAL BEHAVIOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",358,"Behavioral and Cellular Studies on Recovery of Function AFter Brain Lesions","09/01/1972","02/28/1977",58000,"Continuing grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","08/01/1972","08/05/1975",7202237,"Gary","Lynch","09/01/1972","Principal Investigator","University of California-Irvine","Irvine",926173213,9498247295,"141 Innovation Drive, Ste 250","United States","California","CA",1170,"NEUROBIOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",359,"Excitation Mechanisms in the Visual Pathway","09/01/1972","08/31/1975",70000,"Continuing grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","08/09/1972","08/29/1974",7202238,"William","Pak","09/01/1972","Principal Investigator","Purdue University","West Lafayette",479072114,7654941055,"Young Hall","United States","Indiana","IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",360,"Biochemical-Genetics of Nitrogen Fixation","09/01/1972","06/30/1977",84000,"Standard Grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/01/1972","05/15/1974",7202243,"Joan","Valentine","09/01/1972","Principal Investigator","University of California-San Diego","La Jolla",920930621,8585344896,"Office of Contract & Grant Admin","United States","California","CA",1144,"Molecular Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",361,"The Ecology of Castle Lake As a Dynamic System","09/01/1972","02/28/1977",83000,"Standard Grant",8010208,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","08/09/1972","08/09/1972",7202246,"Charles","Goldman","09/01/1972","Principal Investigator","University of California-Davis","Davis",956186134,5307547700,"OR/Sponsored Programs","United States","California","CA",1128,"POP & COMMUNITY ECOL CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",362,"Metabolic Processes in Plant Microbodies","09/01/1972","02/29/1976",49500,"Continuing grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/09/1972","08/09/1972",7202251,"Harry","Beevers","09/01/1972","Principal Investigator","University of California-Santa Cruz","Santa Cruz",950641077,8314595278,"1156 High Street","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",363,"Chemical Factors in the Brain Involved in Ingestive Behavior","09/01/1972","08/31/1975",44800,"Continuing grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","08/09/1972","08/09/1972",7202254,"Robert","Myers","09/01/1972","Principal Investigator","Purdue University","West Lafayette",479072114,7654941055,"Young Hall","United States","Indiana","IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",364,"Fish Orientation- Olfactory Mechanisms and Migratory Movements","09/01/1972","02/28/1977",119400,"Standard Grant",8090200,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","08/09/1972","05/02/1975",7202255,"Arthur","Hasler","09/01/1972","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",365,"Subunit Associations in Yeast Enolase","09/01/1972","03/31/1977",44000,"Standard Grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/02/1972","08/02/1972",7202258,"John","Brewer","09/01/1972","Principal Investigator","University of Georgia","Athens",306021589,7065425939,"310 East Campus Rd","United States","Georgia","GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",366,"Comparative Aspects of Vestibular Cerebellar Function","09/01/1972","02/28/1977",15000,"Standard Grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","08/09/1972","08/09/1972",7202259,"Jochen","DATA NOT AVAILABLE","09/01/1972","Co-Principal Investigator","University of Iowa","IOWA CITY",522421320,3193352123,"2 GILMORE HALL","United States","Iowa","IA",NA,NA,"Kummerow","09/01/1972","Co-Principal Investigator","Precht","09/01/1972","Co-Principal Investigator","Vite","09/01/1972","Co-Principal Investigator","Llinas","09/01/1972","Principal Investigator","Wolfgang","J.",NA,NA,"Rodolfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",367,"Postural Control and Nervous System Function","09/01/1972","02/28/1975",61400,"Standard Grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","08/14/1972","03/12/1974",7202260,"Richard","Talbott","09/01/1972","Principal Investigator","Oregon Health and Science University","Portland",972393098,5034947784,"3181 S W Sam Jackson Park Rd","United States","Oregon","OR",1170,"NEUROBIOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,"Neurobiological Studies in the Tritonia","09/01/1972","04/30/1976",40000,"Continuing grant",8030101,"Direct For Biological Sciences","Division of Behavioral & Neural Sciences","name not available","08/09/1972","08/26/1975",7202261,"Richard","McCaman","09/01/1972","Principal Investigator","City of Hope National Med Center","Duarte",910103012,NA,"1500 E. Duarte Road","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",369,"Enzymes Which Modify Aminoglycoside Antibiotics in Bacteria","09/01/1972","02/28/1977",55000,"Standard Grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/09/1972","08/09/1972",7202264,"Julian","Davies","09/01/1972","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,"The Role of Polyadenylic Acid in Messenger Rna Function in Mammalian Cells","09/01/1972","03/31/1978",70000,"Standard Grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/09/1972","09/23/1977",7202265,NA,"DATA NOT AVAILABLE","09/01/1972","Principal Investigator","Tufts University","Medford",21555807,6176273417,"20 Professors Row","United States","Massachusetts","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",371,"Studies on Regulatory Enzymes","09/01/1972","02/28/1978",100000,"Standard Grant",8070100,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/15/1972","11/09/1977",7202266,"Ezzat","Younathan","09/01/1972","Principal Investigator","Louisiana State University & Agricultural and Mechanical College","Baton Rouge",708032701,2255782760,"202 Himes Hall","United States","Louisiana","LA",1144,"Molecular Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",372,"The Role of Dna Replication in the Development of Chloroplasts","09/01/1972","02/28/1977",25000,"Standard Grant",8090100,"Direct For Biological Sciences","Division Of Integrative Organismal Sys","name not available","08/09/1972","08/09/1972",7202268,"Stephen","Keller","09/01/1972","Principal Investigator","University of Cincinnati Main Campus","Cincinnati",452210222,5135564358,"University Hall, Suite 530","United States","Ohio","OH",1111,"DEVELOPMENTAL SYSTEMS CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",373,"Physical Chemical Studies Related to Protein Structure And Behavior","09/01/1972","06/30/1976",34400,"Continuing grant",8070100,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/29/1972","01/16/1976",7202273,"Walter","Kauzmann","09/01/1972","Principal Investigator","Princeton University","Princeton",85442020,6092583090,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,"Studies on the Regulation of Gene Action in Maize","09/01/1972","08/31/1975",30600,"Continuing grant",8070100,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/14/1972","08/14/1972",7202274,"Drew","Schwartz","09/01/1972","Principal Investigator","Indiana University","Bloomington",474013654,8128550516,"509 E 3RD ST","United States","Indiana","IN",1112,"Genetic Mechanisms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,"Interactions Between the Chloroplast and Its Cytoplasmic Environment","09/01/1972","10/31/1977",91500,"Standard Grant",8070400,"Direct For Biological Sciences","Div Of Molecular and Cellular Bioscience","name not available","08/09/1972","05/08/1975",7202275,"C.","Stocking","09/01/1972","Principal Investigator","University of California-Davis","Davis",956186134,5307547700,"OR/Sponsored Programs","United States","California","CA",1144,"Molecular Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,"Population Ecology of Plantago Lanceolata L","09/01/1972","02/28/1977",40000,"Standard Grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","08/15/1972","08/15/1972",7202276,"Janis","Antonovics","09/01/1972","Principal Investigator","Duke University","Durham",277054010,9196843030,"2200 W. Main St, Suite 710","United States","North Carolina","NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",377,"Spore Structure and Properties in the Clostridia","09/01/1972","08/31/1974",22000,"Standard Grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","08/10/1972","08/10/1972",7202278,"Leonard","Rode","09/01/1972","Principal Investigator","University of Texas at Austin","Austin",787121532,5124716424,"101 E. 27th Street, Suite 5.300","United States","Texas","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",378,"Comparative Morphometrics of the Housefly and the Face Fly In the United States","09/01/1972","02/28/1975",25600,"Standard Grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","08/10/1972","08/10/1972",7202279,NA,"DATA NOT AVAILABLE","09/01/1972","Principal Investigator","University of Houston","Houston",772042015,7137435773,"4800 Calhoun Boulevard","United States","Texas","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",379,"Collection, Preparation and Study of Lower Carboniferous Amphibians","09/01/1972","02/28/1978",39800,"Standard Grant",8010207,"Direct For Biological Sciences","Division Of Environmental Biology","name not available","08/21/1972","03/02/1976",7202280,"David","Dunkle","09/01/1972","Principal Investigator","Cleveland Museum of Natural History","Cleveland",441061767,2162314600,"1 Wade Oval","United States","Ohio","OH",1127,"EVOLUTIONARY PROCESSES CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
