"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.ProgramElement.Code.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.FirstName.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.FirstName.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.4","Award.ProgramElement.Text.1","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.FoaInformation.Code.3","Award.FoaInformation.Name.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6","Award.ProgramElement.Code.3","Award.ProgramElement.Text.3","Award.ProgramElement.Code.4","Award.ProgramElement.Text.4","Award.ProgramElement.Code.5","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Code.9","Award.ProgramElement.Code.10","Award.ProgramElement.Code.11"
"124",124,"Information Sciences and Systems","05/15/1971","10/31/1976",261200,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","04/22/1971","06/06/1974",7001374,"John","DATA NOT AVAILABLE","05/15/1971","Co-Principal Investigator","Princeton University","Princeton","085442020",6092583090,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ",NA,"Thomas","05/15/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,"Acousto-Optic and Electro-Optic Interactions and Devices","01/15/1971","06/30/1975",128400,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","01/13/1971","01/15/1973",7001381,"Chen","Tsai","01/15/1971","Principal Investigator","Carnegie-Mellon University","PITTSBURGH","152133815",4122689527,"5000 Forbes Avenue","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,"Studies of Acoustic Wave Phenomena","09/01/1971","08/31/1977",172850,"Standard Grant",3030200,"Direct For Mathematical & Physical Scien",NA,"name not available","09/01/1971","03/01/1974",7001388,NA,"DATA NOT AVAILABLE","09/01/1971","Principal Investigator","Stanford University","Palo Alto","943041212",6507232300,"3160 Porter Drive","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,"Mathematical Modeling of Shear Lag Within Elastic Boundary Layers","12/15/1970","12/31/1972",37000,"Standard Grant",7080000,"Directorate For Engineering",NA,"name not available","12/07/1970","12/07/1970",7001404,"Bernard","Shaffer","12/15/1970","Principal Investigator","New York University","NEW YORK","100121019",2129982121,"70 WASHINGTON SQUARE S","United States","New York","NY",NA,NA,NA,NA,1430,"MECHANICAL SCIENCES & ENG-RES.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,"Coding Theory and Applications","10/01/1970","03/31/1977",167900,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","09/02/1970","01/16/1976",7001408,"Robert","Chien","10/01/1970","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN","618207473",2173332187,"SUITE A","United States","Illinois","IL",NA,NA,NA,NA,5500,"NEURAL SYSTEMS CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,"Properties of Hydrocarbon Mixtures at Low Temperatures and High Pressures","01/15/1971","07/31/1976",107600,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","01/20/1971","05/03/1974",7001410,"Fred","Kurata","01/15/1971","Principal Investigator","University of Kansas Center for Research Inc","LAWRENCE","660457568",7858643441,"2385 IRVING HILL RD","United States","Kansas","KS","George","Swift","01/15/1971","Co-Principal Investigator",1410,"ENG SCI IN CHEM,BIOCHEM & THER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,"Problems in Error Correcting Codes","02/01/1971","01/31/1977",129800,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","12/22/1970","08/03/1973",7001418,"David","Weldon","02/01/1971","Principal Investigator","University of Hawaii","HONOLULU","968222234",8089567800,"2440 Campus Road, Box 368","United States","Hawaii","HI","Shu","Lin","02/01/1971","Co-Principal Investigator",5500,"NEURAL SYSTEMS CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"Fracture of Brittle Materials Under Impact Loads","11/01/1971","02/28/1978",53800,"Standard Grant",7080000,"Directorate For Engineering",NA,"name not available","10/05/1971","02/02/1977",7001465,"Jan","Achenbach","11/01/1971","Principal Investigator","Northwestern University","Evanston","602013149",8474913003,"1801 Maple Ave.","United States","Illinois","IL",NA,NA,NA,NA,1430,"MECHANICAL SCIENCES & ENG-RES.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,"Symposium on Cybernetics and the Management of Ecological Systems","09/01/1970","02/28/1972",6000,"Standard Grant",3030600,"Direct For Mathematical & Physical Scien",NA,"name not available","09/02/1970","09/02/1970",7001466,"Jeremy","Taylor","09/01/1970","Principal Investigator","American Society For Cybernetics","Washington","200372747",2026767530,"2131 G St NW","United States","District of Columbia","DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,NA,"01/01/1900","01/01/1900",0,"Standard Grant",3020100,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available",NA,NA,7001480,"May Beth","Givan","01/01/1900","Principal Investigator","University of California-San Diego Scripps Inst of Oceanography","LA JOLLA","920930210",8585341293,"8602 La Jolla Shores Dr","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,"Translation Journal, 'hydrobiological Journal' (1970 Vol.)","01/01/1970","12/31/1973",67788,"Standard Grant",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","10/28/1969","04/05/1972",7001481,NA,"DATA NOT AVAILABLE","01/01/1970","Principal Investigator","American Fisheries Society (AFS)","Bethesda","208142199",3018978616,"5410 Grosvenor Lane, Suite 110","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,"Translation Journal, 'problems of Ichthyology' (1970 Vol.)","01/01/1970","06/30/1973",87253,"Standard Grant",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","10/28/1969","04/12/1972",7001482,NA,"DATA NOT AVAILABLE","01/01/1970","Principal Investigator","American Fisheries Society (AFS)","Bethesda","208142199",3018978616,"5410 Grosvenor Lane, Suite 110","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,"Translation Jorunal, Entomological Review, Vol 49 (1970)","01/01/1970","12/31/1972",11000,"Standard Grant",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","11/17/1969","11/17/1969",7001483,NA,"DATA NOT AVAILABLE","01/01/1970","Principal Investigator","Entomological Society of America","Annapolis,","214017572",3017314535,"3 Park Place","United States","Maryland","MD",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,"Transl Jour-Atmos & Oceanic Physics, Physics of the Soled Earth, Geomagnetism&Aeronomy, Geodesy& Aerophotography, OceAnology, Geotectonics,&Soviet Hydrology-Selected Papers, 197","01/01/1970","12/31/1972",101000,"Standard Grant",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","11/28/1969","11/28/1969",7001484,"A. F.","Spilhaus, Jr.","01/01/1970","Principal Investigator","American Geophysical Union","Washington","200099123",2024626900,"2000 FLORIDA AVE NW","United States","District of Columbia","DC",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,"National Information System For Physics- Advance Planning","03/01/1970","06/30/1972",336777,"Continuing grant",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","02/25/1970","01/01/1971",7001485,"Jeremy","Taylor","03/01/1970","Principal Investigator","American Institute of Physics","COLLEGE PARK","207400384",3012093127,"1 PHYSICS ELLIPSE","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,"Translation and Publication of Selected Articles on Control Theory in the 'siam Journal of Control (Sicon)'","01/01/1970","12/31/1973",16600,"Standard Grant",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","02/10/1970","02/10/1970",7001487,"Jeremy","Taylor","01/01/1970","Principal Investigator","Society For Industrial and Applied Math (SIAM)","Philadelphia","191042688",2153829800,"3600 Market St.","United States","Pennsylvania","PA",NA,NA,NA,NA,6700,"INFORMATION TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,"Publication of Studies in Comparative InternatioNal Development","07/01/1969","12/31/1971",44600,"Standard Grant",5020000,"Direct For Computer & Info Scie & Enginr","Div Of Information & Intelligent Systems","name not available","05/07/1970","05/07/1970",7001493,"Jeremy","Taylor","07/01/1969","Principal Investigator","Rutgers University New Brunswick","Piscataway","088543925",8489320150,"33 Knightsbridge Road","United States","New Jersey","NJ",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,"High Energy Particle Physics","11/15/1969","02/28/1975",1719200,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","10/28/1969","04/12/1974",7001520,"Hannah","Petzenbaum","11/15/1969","Principal Investigator","Johns Hopkins University","Baltimore","212182608",4105168668,"3400 N CHARLES ST","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,"Atomic Fluorescence and High Resolution Atomic Absorption Spectrometry","05/01/1970","04/30/1974",53700,"Standard Grant",3090308,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/06/1970","05/01/1972",7001528,"Claude","Veillon","05/01/1970","Principal Investigator","University of Houston","Houston","772042015",7137435773,"4800 Calhoun Boulevard","United States","Texas","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,"Studies of the G Shift of Conduction Electrons in Metals AndAlloys","09/15/1971","12/31/1976",63500,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","09/09/1971","07/06/1976",7001552,"Adriaan","De Graaf","09/15/1971","Principal Investigator","Wayne State University","Detroit","482023622",3135772424,"5057 Woodward","United States","Michigan","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,"Novel Peroxide Heterocycles","05/01/1970","04/30/1972",35700,"Standard Grant",3090000,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/10/1970","04/10/1970",7001554,"Waldemar","Adam","05/01/1970","Principal Investigator","University of Puerto Rico-Rio Piedras","San Juan","009311790",7877634949,"PO Box 21790","United States","Puerto Rico","PR",NA,NA,NA,NA,1912,"ORGANIC CHEMICAL DYNAMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,"Functional Analysis and Geometry of Groups","06/01/1971","11/30/1976",47500,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","01/07/1971","05/08/1975",7001628,"Frederick","Greenleaf","06/01/1971","Principal Investigator","New York University","NEW YORK","100121019",2129982121,"70 WASHINGTON SQUARE S","United States","New York","NY",NA,NA,NA,NA,1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,"Astronomical Work at the Clark Lake Radio Observatory","03/15/1970","06/30/1978",1004700,"Standard Grant",3020400,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available","03/02/1970","09/29/1976",7001638,"William","Erickson","03/15/1970","Principal Investigator","University of Maryland College Park","COLLEGE PARK","207425141",3014056269,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD","Mukul","Kundu","03/15/1970","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,"Algebraic Topology","07/01/1970","07/31/1977",40200,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/14/1970","03/16/1976",7001647,"John Michael","Boardman","07/01/1970","Principal Investigator","Johns Hopkins University","Baltimore","212182608",4105168668,"3400 N CHARLES ST","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,"Structure-Reactivity Relationships in Ketone Photochemistry","06/01/1970","02/28/1977",145600,"Standard Grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","05/19/1970","08/11/1975",7001653,"Peter","Wagner","06/01/1970","Principal Investigator","Michigan State University","East Lansing","488242600",5173555040,"Office of Sponsored Programs","United States","Michigan","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,"X-Ray Astronomy Balloon Flights From Australia","08/01/1970","07/31/1971",23500,"Standard Grant",3020101,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available","08/12/1970","08/12/1970",7001678,"Walter","Lewin","08/01/1970","Principal Investigator","Massachusetts Institute of Technology","Cambridge","021394301",6172531000,"77 MASSACHUSETTS AVE","United States","Massachusetts","MA",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,"Uniform Algebras and Several Complex Variables","07/01/1970","06/30/1976",81200,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/24/1970","06/26/1975",7001682,"Frank","Quigley","07/01/1970","Co-Principal Investigator","Tulane University","NEW ORLEANS","701185698",5048654000,"6823 ST CHARLES AVENUE","United States","Louisiana","LA","James","Quick","07/01/1970","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"Quotient Rings of Rings","06/01/1970","05/31/1972",7000,"Standard Grant",3090000,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","05/26/1970","05/26/1970",7001685,"Barbara","Osofsky","06/01/1970","Principal Investigator","Rutgers University New Brunswick","Piscataway","088543925",8489320150,"33 Knightsbridge Road","United States","New Jersey","NJ",NA,NA,NA,NA,1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,"Blue Stars at Low Galactic Latitudes","10/01/1970","02/28/1977",161400,"Standard Grant",3020400,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available","09/08/1970","03/12/1975",7001695,"Bart","Bok","10/01/1970","Principal Investigator","University of Arizona","Tucson","857194824",5206266000,"888 N Euclid Ave","United States","Arizona","AZ",NA,NA,NA,NA,1217,"EXTRAGALACTIC ASTRON & COSMOLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"Topology of Manifolds","06/01/1970","11/30/1976",175500,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/18/1970","10/20/1975",7001698,"Robert","Lacher","06/01/1970","Principal Investigator","Florida State University","TALLAHASSEE","323064166",8506445260,"874 Traditions Way, 3rd Floor","United States","Florida","FL",NA,NA,NA,NA,1267,"TOPOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,"Photometry and Astrometry of Visual Double Stars","09/01/1970","10/31/1976",150900,"Standard Grant",3020400,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available","08/04/1970","05/07/1975",7001705,"Otto","Franz","09/01/1970","Principal Investigator","Lowell Observatory","Flagstaff","860014470",9282333290,"1400 W. Mars Hill Road","United States","Arizona","AZ",NA,NA,NA,NA,1216,"GALACTIC ASTRONOMY PROGRAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,"Theory of Several Complex Variables","06/01/1970","11/30/1976",141800,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/03/1970","04/18/1974",7001713,"Wilhelm","Stoll","06/01/1970","Principal Investigator","University of Notre Dame","NOTRE DAME","465565708",5746317432,"940 Grace Hall","United States","Indiana","IN","Yum-Tong","Siu","06/01/1970","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,"Mechanistic Patterns in Homogeneous Catalysis","09/01/1970","08/31/1975",165300,"Continuing grant",3090302,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","08/04/1970","08/09/1974",7001722,"James","Collman","09/01/1970","Principal Investigator","Stanford University","Palo Alto","943041212",6507232300,"3160 Porter Drive","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"Approximate Methods For Solving Functional Equations","03/15/1970","12/31/1977",94800,"Standard Grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","03/06/1970","02/11/1977",7001751,"Les","Karlovitz","03/15/1970","Co-Principal Investigator","University of Maryland College Park","COLLEGE PARK","207425141",3014056269,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD","Bruce","Kellogg","03/15/1970","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,"Function Theory and Two-Dimensional Potential Theory","07/01/1970","06/30/1972",11900,"Standard Grant",3090000,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","05/27/1970","05/27/1970",7001764,"Victor","DATA NOT AVAILABLE","07/01/1970","Co-Principal Investigator","Syracuse University","SYRACUSE","132441200",3154432807,"OFFICE OF SPONSORED PROGRAMS","United States","New York","NY",NA,"DATA NOT AVAILABLE","07/01/1970","Co-Principal Investigator",1262,"MODERN ANALYSIS",NA,"Schneider","07/01/1970","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,"Structure of Coordination Compounds","09/01/1970","08/31/1972",0,"Standard Grant",3090106,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7001768,"Edward","Lingafelter","09/01/1970","Principal Investigator","University of Washington","Seattle","981950001",2065434043,"4333 Brooklyn Ave NE","United States","Washington","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,"Far Infrared and Raman Spectra of Some Metallic Molecules OfGroup Iva Elements and Several Molecular Crystals","05/01/1970","10/31/1974",0,"Standard Grant",3090106,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7001769,"James","DATA NOT AVAILABLE","05/01/1970","Co-Principal Investigator","University of South Carolina at Columbia","COLUMBIA","292080001",8037777093,"Sponsored Awards Management","United States","South Carolina","SC",NA,"Durig","05/01/1970","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
