"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Institution.PhoneNumber","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.1","Award.Investigator.FirstName.2","Award.Investigator.FirstName.3","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.FirstName.4","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.ProgramElement.Text.1","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.ProgramElement.Code.2","Award.ProgramElement.Code.3","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Text.5","Award.ProgramElement.Code.9","Award.ProgramElement.Text.6","Award.ProgramElement.Code.10","Award.ProgramElement.Text.7","Award.ProgramElement.Code.11","Award.ProgramElement.Text.8","Award.ProgramElement.Code.12","Award.ProgramElement.Text.9","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"450",450,"Liquids, Rate Processes, Optical Activity and High Pressure","06/01/1971","02/29/1976",37500,"Continuing grant",3090108,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/29/1971","06/23/1975",7102859,"Henry","Eyring","06/01/1971","Principal Investigator","University of Utah","SALT LAKE CITY",841128930,"75 S 2000 E","United States","Utah","UT",8015816903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,"Harmonic Analysis and Banach Algebras","06/15/1971","11/30/1976",76200,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/19/1971","04/08/1975",7102864,"Irving","Glicksberg","06/15/1971","Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,"Dynamics of Liquid Structure","06/01/1971","11/30/1976",208100,"Standard Grant",3010100,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","04/12/1971","11/13/1975",7102865,"Charles","Montrose","06/01/1971","Co-Principal Investigator","Catholic University of America","Washington",200640001,"620 Michigan Ave.N.E.","United States","District of Columbia","DC",2026355000,1271,"COMPUTATIONAL MATHEMATICS","Theodore","Litovitz","06/01/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",453,"High-Energy Particle Physics","05/01/1971","05/31/1977",846600,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","04/27/1971","01/19/1977",7102866,"Harry","Bingham","05/01/1971","Co-Principal Investigator","University of California-Berkeley","BERKELEY",947045940,"Sponsored Projects Office","United States","California","CA",5106428109,NA,NA,"William","Fretter","05/01/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,"Topological Algebra","07/01/1971","12/31/1976",133700,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","06/16/1971","05/13/1975",7102871,"Karl","Hofmann","07/01/1971","Principal Investigator","Tulane University","NEW ORLEANS",701185698,"6823 ST CHARLES AVENUE","United States","Louisiana","LA",5048654000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",455,"Algebra (Group Theory, Division Algebras, Universal Algebras), Number Theory and Combinatorics","07/01/1971","12/31/1976",138100,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/29/1971","03/10/1975",7102884,"Ernst","Straus","07/01/1971","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,"10889 Wilshire Boulevard","United States","California","CA",3107940102,1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,"Locally Compact Groups","06/01/1971","11/30/1977",85000,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/22/1971","06/01/1976",7102885,"Lawrence","Baggett","06/01/1971","Co-Principal Investigator","University of Colorado at Boulder","Boulder",803031058,"3100 Marine Street, Room 481","United States","Colorado","CO",3034926221,1262,"MODERN ANALYSIS","Arlan","Ramsay","06/01/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,"Ergodic Theory","07/01/1971","12/31/1976",46000,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/21/1971","05/19/1975",7102897,"Arshag","Hajian","07/01/1971","Principal Investigator","Northeastern University","BOSTON",21155005,"360 HUNTINGTON AVE","United States","Massachusetts","MA",6173732508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,"Probability Theory and Applications in Analysis","04/13/1971","04/30/1974",90000,"Standard Grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/13/1971","01/17/1975",7102905,"Samuel","Karlin","04/13/1971","Principal Investigator","Stanford University","Palo Alto",943041212,"3160 Porter Drive","United States","California","CA",6507232300,NA,NA,"James","McGregor","04/13/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,"Structure and Composition of Stellar Atmospheres","04/15/1971","04/30/1975",210800,"Standard Grant",3020400,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available","04/09/1971","09/28/1973",7102911,"George","Wallerstein","04/15/1971","Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,1215,"STELLAR ASTRONOMY & ASTROPHYSC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",460,"Algebra and Algebraic Geometry","05/15/1971","10/31/1976",305500,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/19/1971","03/20/1975",7102912,"Daniel","Zelinsky","05/15/1971","Principal Investigator","Northwestern University","Evanston",602013149,"1801 Maple Ave.","United States","Illinois","IL",8474913003,1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",461,"Nonlinear Dynamical Systems","04/22/1971","12/31/1976",154900,"Continuing grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/22/1971","03/07/1975",7102923,"Joseph","Lasalle","04/22/1971","Principal Investigator","Brown University","Providence",29129002,"BOX 1929","United States","Rhode Island","RI",4018632777,1266,"APPLIED MATHEMATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",462,"On Various Chain Conditions For Prime Ideals","05/13/1971","12/31/1976",36700,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/13/1971","04/24/1975",7102929,"Louis","Ratliff","05/13/1971","Principal Investigator","University of California-Riverside","RIVERSIDE",925211000,"Office of Research","United States","California","CA",9518275535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",463,"Combinatorial Designs and Related Structures","07/01/1971","12/31/1976",30200,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/19/1971","03/03/1975",7102932,"Richard","Wilson","07/01/1971","Principal Investigator","Ohio State University","Columbus",432101016,"Office of Sponsored Programs","United States","Ohio","OH",6146888735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",464,"Modules, Rings, and Groups","04/22/1971","11/30/1976",163100,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/22/1971","04/24/1975",7102934,"Ronald","Nunke","04/22/1971","Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,1264,"ALGEBRA,NUMBER THEORY,AND COM","Robert","Warfield","04/22/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",465,"Representation Theory and Topology and Number Theory","06/01/1971","11/30/1976",114100,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/19/1971","04/28/1975",7102936,"Bertram","Kostant","06/01/1971","Principal Investigator","Massachusetts Institute of Technology","Cambridge",21394301,"77 MASSACHUSETTS AVE","United States","Massachusetts","MA",6172531000,1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEOMETRIC ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",466,"Topological and Extremal Problems in Functional Analysis","07/01/1971","12/31/1976",66900,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/29/1971","04/07/1975",7102940,"Robert","Phelps","07/01/1971","Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",467,"Spectral Resolutions and Derivations on Operator Algebras","04/15/1971","11/30/1976",53900,"Standard Grant",3040103,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/15/1971","04/16/1975",7102951,"Joseph","Stampfli","04/15/1971","Principal Investigator","Indiana University","Bloomington",474013654,"509 E 3RD ST","United States","Indiana","IN",8128550516,1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,"Division Algebras and Algebraic Number Theory","06/15/1971","12/31/1976",34500,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/06/1971","03/17/1975",7102969,"Burton","Fein","06/15/1971","Principal Investigator","Oregon State University","Corvallis",973318507,"OREGON STATE UNIVERSITY","United States","Oregon","OR",5417374933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",469,"Carbonium Ions and Free Radicals- Reactions, Reactivity and Structure","05/01/1971","10/31/1976",88000,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/19/1971","02/20/1975",7102975,"Paul","Schleyer","05/01/1971","Principal Investigator","Princeton University","Princeton",85442020,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ",6092583090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",470,"Arithmetic and Algebraic Geometry","07/01/1971","12/31/1976",108300,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/04/1971","06/23/1975",7102978,"Michael","Rosen","07/01/1971","Co-Principal Investigator","Brown University","Providence",29129002,"BOX 1929","United States","Rhode Island","RI",4018632777,1264,"ALGEBRA,NUMBER THEORY,AND COM","Jonathan","Lubin","07/01/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,"Elementary Particle Physics Research Using Bubble Chambers","05/01/1971","04/30/1977",796700,"Standard Grant",3010200,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","04/26/1971","05/21/1975",7102980,"Terence","Watts","05/01/1971","Co-Principal Investigator","Rutgers University New Brunswick","Piscataway",88543925,"33 Knightsbridge Road","United States","New Jersey","NJ",8489320150,1272,"ELEMENTARY PARTICLE PHYSICS","Richard","Plano","05/01/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,"Abstract Ergodic Theory and Abstract Probability Theory","06/01/1971","11/30/1976",54800,"Standard Grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/20/1971","05/08/1975",7102982,"Dorothy","Stone","06/01/1971","Principal Investigator","University of Rochester","Rochester",146270140,"518 HYLAN, RC BOX 270140","United States","New York","NY",5852754031,1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,1263,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PROBABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",473,"Algebraic Geometry","06/01/1971","11/30/1976",54700,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/28/1971","04/24/1975",7102984,"Jack","Ohm","06/01/1971","Principal Investigator","Louisiana State University & Agricultural and Mechanical College","Baton Rouge",708032701,"202 Himes Hall","United States","Louisiana","LA",2255782760,1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",474,"Mapping Problems","07/01/1971","12/31/1976",70900,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/14/1971","05/29/1975",7102986,"Edward","Curtis","07/01/1971","Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,1267,"TOPOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",475,"Deformations of Manifolds and Applications to Modular FuNctions","04/27/1971","04/30/1971",25000,"Standard Grant",3090000,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","04/27/1971","04/27/1971",7103020,"Michio","Kuga","04/27/1971","Principal Investigator","SUNY at Stony Brook","Stony Brook",117940001,"WEST 5510 FRK MEL LIB","United States","New York","NY",6316329949,1267,"TOPOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",476,"General Relativistic Kinetic Theory","07/01/1971","12/31/1976",86900,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","05/21/1971","05/13/1975",7103021,"Rainer","Sachs","07/01/1971","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,"Sponsored Projects Office","United States","California","CA",5106428109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",477,"Mathematical Logic","07/01/1971","12/31/1976",82900,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/26/1971","05/12/1975",7103025,"Simon","Kochen","07/01/1971","Principal Investigator","Princeton University","Princeton",85442020,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ",6092583090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",478,"Studies in Combinatorial Analysis","05/28/1971","12/31/1976",52800,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/28/1971","01/29/1975",7103028,"Herbert","Wilf","05/28/1971","Principal Investigator","University of Pennsylvania","Philadelphia",191046205,"Research Services","United States","Pennsylvania","PA",2158987293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",479,"Homological Algebra","07/01/1971","12/31/1975",174300,"Standard Grant",3040108,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/27/1971","05/13/1974",7103029,"Alex","DATA NOT AVAILABLE","07/01/1971","Principal Investigator","CUNY City College","New York",100319101,"Convent Ave at 138th St","United States","New York","NY",2126505418,NA,NA,NA,"Heller","07/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",480,"Modern Geometric Methods in Algebra","07/01/1971","12/31/1976",108800,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/28/1971","04/24/1975",7103031,"Murray","Gerstenhaber","07/01/1971","Principal Investigator","University of Pennsylvania","Philadelphia",191046205,"Research Services","United States","Pennsylvania","PA",2158987293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",481,"Dynamics and Topology","06/15/1971","06/30/1977",157200,"Standard Grant",3040102,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/06/1971","04/22/1975",7103036,"William","Pohl","06/15/1971","Principal Investigator","University of Minnesota-Twin Cities","Minneapolis",554552070,"200 OAK ST SE","United States","Minnesota","MN",6126245599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",482,"Totally Discontinuous Groups","06/01/1971","11/30/1976",67700,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","04/26/1971","01/31/1975",7103038,"H.","Wang","06/01/1971","Principal Investigator","Cornell University","Ithaca",148502820,"373 Pine Tree Road","United States","New York","NY",6072555014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",483,"Microwave Investigations of Molecular Properties and Dynamics","10/01/1971","03/31/1976",55100,"Continuing grant",3090106,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","05/27/1971","08/26/1975",7103046,"Robert","Curl","10/01/1971","Principal Investigator","William Marsh Rice University","Houston",770051827,"6100 MAIN ST","United States","Texas","TX",7133484820,1916,"STRUCTURAL CHEMISTRY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",484,"Ring Theory and Algebraic Topology","07/01/1971","12/31/1976",34100,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/20/1971","03/06/1974",7103047,"Lance","Small","07/01/1971","Principal Investigator","University of California-San Diego","La Jolla",920930621,"Office of Contract & Grant Admin","United States","California","CA",8585344896,1264,"ALGEBRA,NUMBER THEORY,AND COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",485,"Scattering and the N-Body Problem in Quantum Mechanics","07/01/1971","12/31/1976",38100,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","06/17/1971","05/23/1975",7103055,"Clasine","Van Winter","07/01/1971","Principal Investigator","University of Kentucky","Lexington",405060001,"201 Kinkead Hall","United States","Kentucky","KY",8592579420,1262,"MODERN ANALYSIS",NA,NA,NA,NA,NA,NA,NA,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THEORET-ELEMENTARY PARTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
